State,District,Schooltype,Schoolrating,SchoolName,Count
Colorado,BOULDER VALLEY RE 2,Elementary Schools,B - Grade Schools,CREST VIEW ELEMENTARY SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Elementary Schools,B - Grade Schools,COMMUNITY MONTESSORI SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Elementary Schools,B - Grade Schools,ASPEN CREEK K-8 SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Elementary Schools,B - Grade Schools,NEDERLAND ELEMENTARY SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Elementary Schools,B - Grade Schools,FIRESIDE ELEMENTARY SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Elementary Schools,C - Grade Schools,LAFAYETTE ELEMENTARY SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Elementary Schools,C - Grade Schools,SANCHEZ ELEMENTARY SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Elementary Schools,C - Grade Schools,PIONEER BILINGUAL ELEMENTARY SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Elementary Schools,C - Grade Schools,HEATHERWOOD ELEMENTARY SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Elementary Schools,C - Grade Schools,FLATIRONS ELEMENTARY SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Elementary Schools,C - Grade Schools,COLUMBINE ELEMENTARY SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Elementary Schools,C - Grade Schools,COAL CREEK ELEMENTARY SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Elementary Schools,C - Grade Schools,BIRCH ELEMENTARY SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Elementary Schools,C - Grade Schools,UNIVERSITY HILL ELEMENTARY SCHOOL,1
Colorado,BOULDER VALLEY RE 2,High Schools,A - Grade Schools,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,1
Colorado,BOULDER VALLEY RE 2,High Schools,B - Grade Schools,PEAK TO PEAK CHARTER SCHOOL,1
Colorado,BOULDER VALLEY RE 2,High Schools,C - Grade Schools,CENTAURUS HIGH SCHOOL,1
Colorado,BOULDER VALLEY RE 2,High Schools,C - Grade Schools,BOULDER HIGH SCHOOL,1
Colorado,BOULDER VALLEY RE 2,High Schools,C - Grade Schools,MONARCH HIGH SCHOOL,1
Colorado,BOULDER VALLEY RE 2,High Schools,C - Grade Schools,FAIRVIEW HIGH SCHOOL,1
Colorado,BOULDER VALLEY RE 2,High Schools,C - Grade Schools,BROOMFIELD HIGH SCHOOL,1
Colorado,BOULDER VALLEY RE 2,High Schools,C - Grade Schools,NEW VISTA HIGH SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Middle Schools,B - Grade Schools,SOUTHERN HILLS MIDDLE SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Middle Schools,B - Grade Schools,SUMMIT MIDDLE CHARTER SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Middle Schools,B - Grade Schools,HORIZONS K-8 SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Middle Schools,B - Grade Schools,NEVIN PLATT MIDDLE SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Middle Schools,B - Grade Schools,ELDORADO K-8 SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Middle Schools,B - Grade Schools,MANHATTAN MIDDLE SCHOOL OF THE ARTS AND ACADEMICS,1
Colorado,BOULDER VALLEY RE 2,Middle Schools,B - Grade Schools,CENTENNIAL MIDDLE SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Middle Schools,B - Grade Schools,CASEY MIDDLE SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Middle Schools,B - Grade Schools,BROOMFIELD HEIGHTS MIDDLE SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Middle Schools,C - Grade Schools,MONARCH K-8 SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Middle Schools,C - Grade Schools,ANGEVINE MIDDLE SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Middle Schools,C - Grade Schools,PEAK TO PEAK CHARTER SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Middle Schools,C - Grade Schools,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Middle Schools,C - Grade Schools,LOUISVILLE MIDDLE SCHOOL,1
Colorado,BOULDER VALLEY RE 2,Middle Schools,C - Grade Schools,ASPEN CREEK K-8 SCHOOL,1
Colorado,BRANSON REORGANIZED 82,Elementary Schools,D - Grade Schools,BRANSON SCHOOL ONLINE,1
Colorado,BRANSON REORGANIZED 82,High Schools,C - Grade Schools,BRANSON SCHOOL ONLINE,1
Colorado,BRANSON REORGANIZED 82,Middle Schools,D - Grade Schools,BRANSON SCHOOL ONLINE,1
Colorado,BRIGGSDALE RE-10,Elementary Schools,C - Grade Schools,BRIGGSDALE ELEMENTARY SCHOOL,1
Colorado,BRIGGSDALE RE-10,High Schools,B - Grade Schools,BRIGGSDALE UNDIVIDED HIGH SCHOOL,1
Colorado,BRIGGSDALE RE-10,Middle Schools,C - Grade Schools,BRIGGSDALE UNDIVIDED HIGH SCHOOL,1
Colorado,BRIGHTON 27J,Elementary Schools,B - Grade Schools,WEST RIDGE ELEMENTARY,1
Colorado,BRIGHTON 27J,Elementary Schools,B - Grade Schools,TURNBERRY ELEMENTARY,1
Colorado,BRIGHTON 27J,Elementary Schools,B - Grade Schools,SOUTHEAST ELEMENTARY SCHOOL,1
Colorado,BRIGHTON 27J,Elementary Schools,C - Grade Schools,SOUTH ELEMENTARY SCHOOL,1
Colorado,BRIGHTON 27J,Elementary Schools,C - Grade Schools,JOHN W THIMMIG ELEMENTARY SCHOOL,1
Colorado,BRIGHTON 27J,Elementary Schools,C - Grade Schools,MARY E PENNOCK ELEMENTARY SCHOOL,1
Colorado,BRIGHTON 27J,Elementary Schools,C - Grade Schools,LANDMARK ACADEMY AT REUNION,1
Colorado,BRIGHTON 27J,Elementary Schools,C - Grade Schools,BELLE CREEK CHARTER SCHOOL,1
Colorado,BRIGHTON 27J,Elementary Schools,C - Grade Schools,NORTH ELEMENTARY SCHOOL,1
Colorado,BRIGHTON 27J,Elementary Schools,C - Grade Schools,HENDERSON ELEMENTARY SCHOOL,1
Colorado,BRIGHTON 27J,Elementary Schools,C - Grade Schools,FOUNDATIONS ACADEMY,1
Colorado,BRIGHTON 27J,Elementary Schools,C - Grade Schools,BROMLEY EAST CHARTER SCHOOL,1
Colorado,BRIGHTON 27J,Elementary Schools,D - Grade Schools,NORTHEAST ELEMENTARY SCHOOL,1
Colorado,BRIGHTON 27J,Elementary Schools,D - Grade Schools,SECOND CREEK ELEMENTARY SCHOOL,1
Colorado,BRIGHTON 27J,High Schools,B - Grade Schools,EAGLE RIDGE ACADEMY,1
Colorado,BRIGHTON 27J,High Schools,C - Grade Schools,PRAIRIE VIEW HIGH SCHOOL,1
Colorado,BRIGHTON 27J,High Schools,C - Grade Schools,BRIGHTON HIGH SCHOOL,1
Colorado,BRIGHTON 27J,Middle Schools,B - Grade Schools,LANDMARK ACADEMY AT REUNION,1
Colorado,BRIGHTON 27J,Middle Schools,B - Grade Schools,BELLE CREEK CHARTER SCHOOL,1
Colorado,BRIGHTON 27J,Middle Schools,C - Grade Schools,VIKAN MIDDLE SCHOOL,1
Colorado,BRIGHTON 27J,Middle Schools,C - Grade Schools,OVERLAND TRAIL MIDDLE SCHOOL,1
Colorado,BRIGHTON 27J,Middle Schools,C - Grade Schools,BROMLEY EAST CHARTER SCHOOL,1
Colorado,BRIGHTON 27J,Middle Schools,D - Grade Schools,OTHO E STUART MIDDLE SCHOOL,1
Colorado,BRIGHTON 27J,Middle Schools,D - Grade Schools,PRAIRIE VIEW MIDDLE SCHOOL,1
Colorado,BRUSH RE-2(J),Elementary Schools,D - Grade Schools,BEAVER VALLEY ELEMENTARY SCHOOL,1
Colorado,BRUSH RE-2(J),High Schools,C - Grade Schools,BRUSH HIGH SCHOOL,1
Colorado,BRUSH RE-2(J),Middle Schools,C - Grade Schools,BRUSH MIDDLE SCHOOL,1
Colorado,BUENA VISTA R-31,Elementary Schools,D - Grade Schools,AVERY/PARSONS ELEMENTARY SCHOOL,1
Colorado,BUENA VISTA R-31,High Schools,A - Grade Schools,BUENA VISTA HIGH SCHOOL,1
Colorado,BUENA VISTA R-31,Middle Schools,C - Grade Schools,HARRY L MC GINNIS MIDDLE SCHOOL,1
Colorado,BUFFALO RE-4J,Elementary Schools,C - Grade Schools,MERINO ELEMENTARY SCHOOL,1
Colorado,BUFFALO RE-4J,High Schools,C - Grade Schools,MERINO JUNIOR SENIOR HIGH SCHOOL,1
Colorado,BUFFALO RE-4J,Middle Schools,D - Grade Schools,MERINO JUNIOR SENIOR HIGH SCHOOL,1
Colorado,BURLINGTON RE-6J,Elementary Schools,B - Grade Schools,BURLINGTON ELEMENTARY SCHOOL,1
Colorado,BURLINGTON RE-6J,Elementary Schools,F - Grade Schools,BURLINGTON MIDDLE SCHOOL,1
Colorado,BURLINGTON RE-6J,High Schools,F - Grade Schools,BURLINGTON HIGH SCHOOL,1
Colorado,BURLINGTON RE-6J,Middle Schools,C - Grade Schools,BURLINGTON MIDDLE SCHOOL,1
Colorado,BYERS 32J,Elementary Schools,D - Grade Schools,BYERS ELEMENTARY SCHOOL,1
Colorado,BYERS 32J,High Schools,B - Grade Schools,BYERS JUNIOR-SENIOR HIGH SCHOOL,1
Colorado,BYERS 32J,Middle Schools,C - Grade Schools,BYERS JUNIOR-SENIOR HIGH SCHOOL,1
Colorado,CALHAN RJ-1,Elementary Schools,D - Grade Schools,CALHAN ELEMENTARY SCHOOL,1
Colorado,CALHAN RJ-1,High Schools,B - Grade Schools,CALHAN HIGH SCHOOL,1
Colorado,CALHAN RJ-1,Middle Schools,C - Grade Schools,CALHAN MIDDLE SCHOOL,1
Colorado,CAMPO RE-6,Middle Schools,D - Grade Schools,CAMPO UNDIVIDED HIGH SCHOOL,1
Colorado,CANON CITY RE-1,Elementary Schools,A - Grade Schools,LINCOLN ELEMENTARY SCHOOL,1
Colorado,CANON CITY RE-1,Elementary Schools,B - Grade Schools,WASHINGTON ELEMENTARY SCHOOL,1
Colorado,CANON CITY RE-1,Elementary Schools,C - Grade Schools,SKYLINE ELEMENTARY SCHOOL,1
Colorado,CANON CITY RE-1,Elementary Schools,C - Grade Schools,HARRISON SCHOOL,1
Colorado,CANON CITY RE-1,Elementary Schools,C - Grade Schools,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,1
Colorado,CANON CITY RE-1,Elementary Schools,F - Grade Schools,MCKINLEY ELEMENTARY SCHOOL,1
Colorado,CANON CITY RE-1,High Schools,F - Grade Schools,CANON CITY HIGH SCHOOL,1
Colorado,CANON CITY RE-1,Middle Schools,A - Grade Schools,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,1
Colorado,CANON CITY RE-1,Middle Schools,C - Grade Schools,HARRISON SCHOOL,1
Colorado,CANON CITY RE-1,Middle Schools,C - Grade Schools,CANON CITY MIDDLE SCHOOL,1
Colorado,CENTENNIAL R-1,Elementary Schools,D - Grade Schools,CENTENNIAL ELEMENTARY SCHOOL,1
Colorado,CENTENNIAL R-1,High Schools,A - Grade Schools,CENTENNIAL HIGH SCHOOL,1
Colorado,CENTENNIAL R-1,Middle Schools,C - Grade Schools,CENTENNIAL JUNIOR HIGH SCHOOL,1
Colorado,CENTER 26 JT,Elementary Schools,C - Grade Schools,HASKIN ELEMENTARY SCHOOL,1
Colorado,CENTER 26 JT,High Schools,B - Grade Schools,CENTER HIGH SCHOOL,1
Colorado,CENTER 26 JT,Middle Schools,B - Grade Schools,SKOGLUND MIDDLE SCHOOL,1
Colorado,CHARTER SCHOOL INSTITUTE,Elementary Schools,A - Grade Schools,COMMUNITY LEADERSHIP ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,Elementary Schools,B - Grade Schools,COLORADO SPRINGS CHARTER ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,Elementary Schools,B - Grade Schools,HIGH POINT ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,Elementary Schools,C - Grade Schools,RICARDO FLORES MAGON ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,Elementary Schools,C - Grade Schools,T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,1
Colorado,CHARTER SCHOOL INSTITUTE,Elementary Schools,C - Grade Schools,THE PINNACLE CHARTER SCHOOL ELEMENTARY,1
Colorado,CHARTER SCHOOL INSTITUTE,Elementary Schools,C - Grade Schools,PIKES PEAK PREP,1
Colorado,CHARTER SCHOOL INSTITUTE,Elementary Schools,C - Grade Schools,CAPROCK ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,Elementary Schools,D - Grade Schools,STONE CREEK SCHOOL,1
Colorado,CHARTER SCHOOL INSTITUTE,Elementary Schools,D - Grade Schools,COLORADO CALVERT ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,Elementary Schools,F - Grade Schools,ROSS MONTESSORI SCHOOL,1
Colorado,CHARTER SCHOOL INSTITUTE,Elementary Schools,F - Grade Schools,SCHOLARS TO LEADERS ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,Elementary Schools,F - Grade Schools,FRONTIER CHARTER ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,High Schools,A - Grade Schools,THE VANGUARD SCHOOL (HIGH),1
Colorado,CHARTER SCHOOL INSTITUTE,High Schools,A - Grade Schools,PIKES PEAK PREP,1
Colorado,CHARTER SCHOOL INSTITUTE,High Schools,A - Grade Schools,THOMAS MACLAREN STATE CHARTER SCHOOL,1
Colorado,CHARTER SCHOOL INSTITUTE,High Schools,B - Grade Schools,THE PINNACLE CHARTER SCHOOL HIGH,1
Colorado,CHARTER SCHOOL INSTITUTE,High Schools,C - Grade Schools,CAPROCK ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,High Schools,C - Grade Schools,ANIMAS HIGH SCHOOL,1
Colorado,CHARTER SCHOOL INSTITUTE,High Schools,C - Grade Schools,EARLY COLLEGE HIGH SCHOOL AT ARVADA,1
Colorado,CHARTER SCHOOL INSTITUTE,High Schools,C - Grade Schools,COLORADO SPRINGS EARLY COLLEGES,1
Colorado,CHARTER SCHOOL INSTITUTE,High Schools,F - Grade Schools,COLORADO PROVOST ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,A - Grade Schools,COMMUNITY LEADERSHIP ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,A - Grade Schools,COLORADO SPRINGS CHARTER ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,B - Grade Schools,PIKES PEAK PREP,1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,B - Grade Schools,STONE CREEK SCHOOL,1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,B - Grade Schools,ROSS MONTESSORI SCHOOL,1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,B - Grade Schools,T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,B - Grade Schools,CAPROCK ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,C - Grade Schools,THOMAS MACLAREN STATE CHARTER SCHOOL,1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,C - Grade Schools,THE VANGUARD SCHOOL (MIDDLE),1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,C - Grade Schools,THE PINNACLE CHARTER SCHOOL MIDDLE,1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,C - Grade Schools,HIGH POINT ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,C - Grade Schools,COLORADO CALVERT ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,C - Grade Schools,SCHOLARS TO LEADERS ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,D - Grade Schools,FRONTIER CHARTER ACADEMY,1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,F - Grade Schools,MOUNTAIN MIDDLE SCHOOL,1
Colorado,CHARTER SCHOOL INSTITUTE,Middle Schools,F - Grade Schools,EARLY COLLEGE HIGH SCHOOL AT ARVADA,1
Colorado,CHERAW 31,Elementary Schools,D - Grade Schools,CHERAW ELEMENTARY SCHOOL,1
Colorado,CHERAW 31,High Schools,C - Grade Schools,CHERAW HIGH SCHOOL,1
Colorado,CHERAW 31,Middle Schools,B - Grade Schools,CHERAW MIDDLE SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,A - Grade Schools,DRY CREEK ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,A - Grade Schools,COTTONWOOD CREEK ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,A - Grade Schools,CHERRY HILLS VILLAGE ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,A - Grade Schools,PINE RIDGE ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,A - Grade Schools,PEAKVIEW ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,A - Grade Schools,BELLEVIEW ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,A - Grade Schools,CANYON CREEK ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,B - Grade Schools,WILLOW CREEK ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,B - Grade Schools,GREENWOOD ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,B - Grade Schools,CREEKSIDE ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,B - Grade Schools,HIGH PLAINS ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,B - Grade Schools,WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,B - Grade Schools,ROLLING HILLS ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,B - Grade Schools,INDIAN RIDGE ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,B - Grade Schools,HOMESTEAD ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,B - Grade Schools,HERITAGE ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,B - Grade Schools,CHERRY CREEK CHARTER ACADEMY,1
Colorado,CHERRY CREEK 5,Elementary Schools,B - Grade Schools,CHALLENGE SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,B - Grade Schools,ANTELOPE RIDGE ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,B - Grade Schools,FOX HOLLOW ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,B - Grade Schools,RED HAWK RIDGE ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,B - Grade Schools,PONDEROSA ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,TIMBERLINE ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,SUNRISE ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,HOLLY HILLS ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,ASPEN CROSSING ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,SUMMIT ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,SAGEBRUSH ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,POLTON COMMUNITY ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,MISSION VIEJO ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,MEADOW POINT ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,INDEPENDENCE ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,HIGHLINE COMMUNITY ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,DAKOTA VALLEY ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,CIMARRON ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,BUFFALO TRAIL ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,ARROWHEAD ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,COYOTE HILLS ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,Elementary Schools,C - Grade Schools,TRAILS WEST ELEMENTARY SCHOOL,1
Colorado,CHERRY CREEK 5,High Schools,B - Grade Schools,GRANDVIEW HIGH SCHOOL,1
Colorado,CHERRY CREEK 5,High Schools,B - Grade Schools,CHERRY CREEK HIGH SCHOOL,1
Colorado,CHERRY CREEK 5,High Schools,C - Grade Schools,EAGLECREST HIGH SCHOOL,1
Colorado,CHERRY CREEK 5,High Schools,C - Grade Schools,CHEROKEE TRAIL HIGH SCHOOL,1
Colorado,CHERRY CREEK 5,High Schools,C - Grade Schools,SMOKY HILL HIGH SCHOOL,1
Colorado,CHERRY CREEK 5,High Schools,C - Grade Schools,OVERLAND HIGH SCHOOL,1
Colorado,CHERRY CREEK 5,Middle Schools,A - Grade Schools,CHERRY CREEK CHARTER ACADEMY,1
Colorado,CHERRY CREEK 5,Middle Schools,B - Grade Schools,PRAIRIE MIDDLE SCHOOL,1
Colorado,CHERRY CREEK 5,Middle Schools,B - Grade Schools,CHALLENGE SCHOOL,1
Colorado,CHERRY CREEK 5,Middle Schools,B - Grade Schools,FALCON CREEK MIDDLE SCHOOL,1
Colorado,CHERRY CREEK 5,Middle Schools,B - Grade Schools,CAMPUS MIDDLE SCHOOL,1
Colorado,CHERRY CREEK 5,Middle Schools,C - Grade Schools,HORIZON MIDDLE SCHOOL,1
Colorado,CHERRY CREEK 5,Middle Schools,C - Grade Schools,SKY VISTA MIDDLE SCHOOL,1
Colorado,CHERRY CREEK 5,Middle Schools,C - Grade Schools,THUNDER RIDGE MIDDLE SCHOOL,1
Colorado,CHERRY CREEK 5,Middle Schools,C - Grade Schools,LAREDO MIDDLE SCHOOL,1
Colorado,CHERRY CREEK 5,Middle Schools,C - Grade Schools,WEST MIDDLE SCHOOL,1
Colorado,CHERRY CREEK 5,Middle Schools,C - Grade Schools,LIBERTY MIDDLE SCHOOL,1
Colorado,CHERRY CREEK 5,Middle Schools,C - Grade Schools,FOX RIDGE MIDDLE SCHOOL,1
Colorado,CHEYENNE COUNTY RE-5,Elementary Schools,C - Grade Schools,CHEYENNE WELLS ELEMENTARY SCHOOL,1
Colorado,CHEYENNE COUNTY RE-5,High Schools,C - Grade Schools,CHEYENNE WELLS HIGH SCHOOL,1
Colorado,CHEYENNE COUNTY RE-5,Middle Schools,C - Grade Schools,CHEYENNE WELLS MIDDLE SCHOOL,1
Colorado,CHEYENNE MOUNTAIN 12,Elementary Schools,B - Grade Schools,PINON VALLEY ELEMENTARY SCHOOL,1
Colorado,CHEYENNE MOUNTAIN 12,Elementary Schools,B - Grade Schools,CHEYENNE MOUNTAIN ELEMENTARY SCHOOL,1
Colorado,CHEYENNE MOUNTAIN 12,Elementary Schools,B - Grade Schools,GOLD CAMP ELEMENTARY SCHOOL,1
Colorado,CHEYENNE MOUNTAIN 12,Elementary Schools,B - Grade Schools,SKYWAY PARK ELEMENTARY SCHOOL,1
Colorado,CHEYENNE MOUNTAIN 12,Elementary Schools,B - Grade Schools,BROADMOOR ELEMENTARY SCHOOL,1
Colorado,CHEYENNE MOUNTAIN 12,Elementary Schools,B - Grade Schools,CHEYENNE MOUNTAIN CHARTER ACADEMY,1
Colorado,CHEYENNE MOUNTAIN 12,High Schools,B - Grade Schools,CHEYENNE MOUNTAIN HIGH SCHOOL,1
Colorado,CHEYENNE MOUNTAIN 12,Middle Schools,C - Grade Schools,CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL,1
Colorado,CLEAR CREEK RE-1,Elementary Schools,C - Grade Schools,KING-MURPHY ELEMENTARY SCHOOL,1
Colorado,CLEAR CREEK RE-1,Elementary Schools,C - Grade Schools,GEORGETOWN COMMUNITY SCHOOL,1
Colorado,CLEAR CREEK RE-1,Elementary Schools,C - Grade Schools,CARLSON ELEMENTARY SCHOOL,1
Colorado,CLEAR CREEK RE-1,High Schools,B - Grade Schools,CLEAR CREEK HIGH SCHOOL,1
Colorado,CLEAR CREEK RE-1,Middle Schools,C - Grade Schools,CLEAR CREEK MIDDLE SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,A - Grade Schools,LINCOLN ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,A - Grade Schools,EDISON ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,B - Grade Schools,STEELE ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,B - Grade Schools,KELLER ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,B - Grade Schools,HOWBERT ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,B - Grade Schools,FREEDOM ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,B - Grade Schools,COLUMBIA ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,B - Grade Schools,CHIPETA ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,B - Grade Schools,FREMONT ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,GLOBE CHARTER SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,MCAULIFFE ELEMENTARY,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,CARVER ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,BRISTOL ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,WILSON ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,ROGERS ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,TAYLOR ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,STRATTON ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,SCOTT ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,RUDY ELEMENTARY SCHOOL,1
